Date,Date,ENGIE,EDF,RWE,EON,INNOGY,UNIPER,Percent_ENGIE,Percent_EDF,Percent_RWE,Percent_EON,Percent_INNOGY,Percent_UNIPER
2018-10-04,2018-10-04,12.7,15.48,20.8,8.67,38.6,26.25,0.9438870308435525,1.3945945945945948,1.0353409656545545,0.9631193068207065,0.9994821336095289,1.1075949367088609
2018-10-05,2018-10-05,12.6,15.19,20.49,8.681000000000001,38.54,25.35,0.9364548494983277,1.3684684684684685,1.0199104031856645,0.9643412574983338,0.997928534438115,1.069620253164557
2018-10-08,2018-10-08,12.64,15.125,18.7,8.6,38.31,25.63,0.9394277220364178,1.3626126126126126,0.9308113489298158,0.9553432570539879,0.9919730709476956,1.081434599156118
2018-10-09,2018-10-09,12.695,15.415,17.965,8.527000000000001,38.34,25.61,0.9435154217762913,1.3887387387387387,0.8942259830761573,0.947233948011553,0.9927498705334026,1.0805907172995781
2018-10-10,2018-10-10,12.47,15.295,17.625,8.584,38.3,25.64,0.9267930137495355,1.377927927927928,0.8773021403683424,0.9535658742501665,0.9917141377524599,1.0818565400843883
2018-10-11,2018-10-11,12.065,14.43,17.05,8.302999999999999,38.32,25.1,0.8966926793013749,1.3,0.8486809357889498,0.9223505887580536,0.9922320041429312,1.059071729957806
2018-10-12,2018-10-12,11.94,14.815,17.5,8.419,38.45,25.05,0.8874024526198439,1.3346846846846847,0.8710801393728224,0.9352366140857588,0.9955981356809944,1.0569620253164558
2018-10-15,2018-10-15,11.9,14.615,17.41,8.25,38.35,25.11,0.884429580081754,1.3166666666666667,0.8666002986560478,0.9164630082203954,0.9930088037286381,1.059493670886076
2018-10-16,2018-10-16,11.785,14.51,17.57,8.406,38.48,25.24,0.8758825715347455,1.3072072072072072,0.8745644599303136,0.9337924905576539,0.9963749352667012,1.0649789029535865
2018-10-17,2018-10-17,11.895,14.935,17.705,8.49,38.6,25.91,0.8840579710144927,1.3454954954954956,0.8812842210054753,0.943123750277716,0.9994821336095289,1.0932489451476795
2018-10-18,2018-10-18,11.775,14.78,17.525,8.499,38.59,26.28,0.875139353400223,1.3315315315315315,0.8723245395719262,0.9441235281048656,0.9992232004142932,1.108860759493671
2018-10-19,2018-10-19,11.72,14.96,17.665,8.49,38.47,26.78,0.8710516536603493,1.347747747747748,0.8792931806869089,0.943123750277716,0.9961160020714656,1.129957805907173
